6777,Young boy holding a baby in a run-down area.,The boy is holding his sibling.,neutral
6778,"A shirtless man in a white cap relaxes in a deck chair, close to three parked bicycles.",The man is wearing a sweatshirt.,contradiction
6779,A small black and brown dog is standing in the snow.,A dog loves standing in the snow.,neutral
6780,A soccer player dressed in blue and white is kicking the ball to his teammate while other teammates and opponents dressed in red watch.,The team in blue is winning the game.,neutral
6781,A person is caught upside down in the air while in the midst of doing a flip.,A human in the air,entailment
6782,A woman is playing a guitar on stage with a green background.,The woman is playing music.,entailment
6783,"A man in a pink, purple, and turquoise suit converses with a child.",A man in a dress beats a child.,contradiction
6784,A nicely dressed man reading the newspaper in front of an older building.,Business man checking the stocks in the paper on the street.,neutral
6785,People looking at fish at an aquarium.,People are gathered around a dinosaur exhibit at a museum.,contradiction
6786,Five boys standing a one boy sitting by the lake.,girls are gossiping,contradiction
6787,Two employees wearing white caps are working at two computer screens in a dimly lit room.,Few men cooking with a metal box,contradiction
6788,A plane is flying overhead while a man is walking near the water on a beach.,The man is visiting the Atlantic Ocean.,neutral
6789,Here is a man wearing a gray hat with a flower boutonniere raising his glass.,A young woman in a dress raises her glass.,contradiction
6790,A family opening up their Christmas presents.,Some strangers ignore the empty boxes that clutter the street.,contradiction
6791,"There are five people working, while two woman are the focus filling cups.",A number of people are working while two of them fill cups.,entailment
6792,"Four cyclists, three of the in-line and one to the side, are cycling down the track.",bicyclist racing down a track,entailment
6793,A small dog jumping on a street.,A dog is having fun running on the street,entailment
6794,A girl stands behind a boy in a swing.,the girl is spanish,neutral
6795,A black motorcycle parked in a parking lot in front of a grass filled hill.,Red motorcycle tipped over,contradiction
6796,A man in a white shirt hangs a painting in a run down store while other men watch.,Men are indoors.,entailment
6797,"Two foreign women, both wearing black, selling different types of foods.",Two foreign women are selling food.,entailment
6798,A competition dog running between poles,The dog is competeive when it comes to running between poles while looking for his food,neutral
6799,Children playing with broken office equipment.,Children play with old equipment.,entailment
6800,A man in a blue plaid shirt is comforting a crying woman in a black truck.,A man comforts a crying woman.,entailment
6801,"An elderly woman is walking on a street filled with graffiti while dressed with a young, hip attire.",the old woman has dementia and believes she is a young hipster,neutral
6802,A lot of motorcycles lined up in Asia.,There are people riding motorcycles in line.,neutral
6803,"A woman with blond-hair, glasses, necklace, and a green and blue floral dress is holding a yellow container.",A woman with brown hair is holding a frying pan.,contradiction
6804,A little boy in a pirate costume is running behind a little girl in a princess costume carrying an orange pumpkin along the sidewalk.,Two kids wearing costumes are outside.,entailment
6805,"A man in a white, red, yellow, and black shirt and white pants arches his back to narrowly avoid a charging black bull in a bull fighting ring with red-painted sides while a number of spectators look on.",There are at least 2 people.,entailment
6806,Men in uniform work together.,Uniformed men work together outside.,neutral
6807,"An older middle-aged man wearing a brown hat is strumming a guitar and singing into a microphone; his female companion is singing into a microphone and playing an instrument also, but the woman's instrument cannot be readily seen.","The couple sing harmoniously as the woman plucks her glittery banjo, it's sparkle standing out in the crowd.",contradiction
6808,A small child in green clothing walks past a store opening and a woman in pink pants.,a small child is following his mom,neutral
6809,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,"The girl is with her father, and they are on their way to a Halloween party.",neutral
6810,There is a girl in all pink sleeping on the floor with her dolls.,"The little girl sleeping in pink is fast asleep, dreaming about her dolls.",neutral
6811,"A person is sitting behind a old, black Singer sewing machine with a note taped to their dress.",An old woman sits behind her sewing machine.,neutral
6812,Young man with glasses and two small pigtails on front of his hair with bloody face appears to be in Emergency room waiting area.,The man is at his high school graduation.,contradiction
6813,A group of elderly people stand around a booth at a food co-op.,Young people are picking tomatoes,contradiction
6814,A man and woman stand in front of a large red modern statue.,There are two people in front of a statue.,entailment
6815,"This is a well-dressed dark-haired gentleman wearing a gray suit jacket, gray trousers, black sweater and lavender tie with a mustache and goatee holding a frying pan, standing on the sidewalk in front of a roll-open garage-type door.",A man is standing outside.,entailment
6816,A woman employee at a best buy seems to be using the computer.,a woman works at mcdonalds,contradiction
6817,A group of campers grill food over a burn barrel.,People are cooking outdoors.,entailment
6818,A woman in a black-shirt is walking holding a silver cellphone.,a man is walking,contradiction
6819,A woman in tight white jeans waits with a crowd at a baggage claim in an airport.,A woman is at the airport,entailment
6820,A small crowd outside of Famous Joe's Pizza.,There is a small crowd.,entailment
6821,"Female with long black hair and wearing eyeglasses, a blue shirt, sitting next to a male in a striped shirt, at a table, cutting into a chocolate cake with a single red candle in it.",Female with long black hair and wearing eyeglasses to avoid sunlight.,neutral
6822,The girl in a pink shirt jumps high over the grass.,A girl crawls through the grass.,contradiction
6823,"Two ladies, one dressed in purple and one in blue, are playing London Bridges outside with a group of children.",TWO LADIES ARE BOWLING,contradiction
6824,Two bald drag queens in red dresses,2 drag queens are going to put wigs on,neutral
6825,"Two women, holding food carryout containers, hug.","The two sisters saw each other across the crowded diner and shared a hug, both clutching their doggie bags.",neutral
6826,Woman walking down a sidewalk.,The woman is walking to have lunch with friends.,neutral
6827,A woman with glasses sitting at an inside table smiling at something with a glass of milk on the table in front of her.,The woman is smiling at her child playing across the room.,neutral
6828,A man in a yellow shirt is walking away from the camera carrying a basket on his head.,The man is running towards the camera.,contradiction
6829,A woman with a blue jacket and black pants is under a black and yellow tent,A woman in a green dress is in line to buy popcorn at a movie theater.,contradiction
6830,Many flags at full mast with people at the base.,A lot of people are with flags at full mast.,entailment
6831,A balding man kisses a very small baby wrapped in a blanket.,a man and a baby were riding rides at a carnival,contradiction
6832,Two people looking at clothes in a shop window.,The people are only window shopping.,neutral
6833,Several armed forces officers and civilians are standing around a children's playground.,Armed forces officers balance their guns on childrens heads at a playground.,contradiction
6834,People are in a laundry mat washing clothes.,People are getting their clothes cleaned at the laundromat.,entailment
6835,Three young people planting flowers and covering the area with a tarp.,three people starting a new garden,neutral
6836,A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,A man is shucking a large pile of corn.,neutral
6837,Two rickshaw operators waiting for a fare with traffic in the background.,Two rickshaw operators wait for a fair to come back from inside.,neutral
6838,A little boy with a blue shirt on sitting on the ground playing with legos.,The little boy is empty-handed,contradiction
6839,a man standing outside of a restaurant.,A man stands outside a restaurant.,entailment
6840,A scuba diver stands on top of rocks after emerging from the water.,A scuba diver stand on a top of rocks to jump into the well.,neutral
6841,The little boy is at the side of the river throwing rocks.,A boy is outside.,entailment
6842,Two women standing in the snow talking and observing the surroundings,Two people out in the snow.,entailment
6843,A girl in a red dress is surrounded by a lot of other people holding their hands up.,A girl is sitting in a chair with people around her.,neutral
6844,"Topless old man wearing slippers, navy blue pants and a white hat while reclining in a chair outside.",The man is trying to get a tan,neutral
6845,"a dog sitting in the grass, with his tongue out",A dog is walking down the street.,contradiction
6846,Two workers are cleaning a window with bystanders and a dog in the background.,Two workers are eating lunch on their break.,contradiction
6847,People waiting at a light on bikes.,"Men and women on their motorcycles, wearing helmets and protective jackets.",neutral
6848,Two hikers climbing a snowy hill.,Two people walk in the sun snine.,contradiction
6849,A man being airlifted to safety after being in danger.,The helicopter is putting people in a dangerous area.,contradiction
6850,three young people skating in a skating rink,The three people are throwing the baseball around.,contradiction
6851,"Couple talking and looking in same direction, man is using a cellphone and wearing a gray sweatshirt woman is wearing a black coat.",The cellphone is an iPhone,neutral
6852,The furry brown dog is swimming in the ocean.,A dog is swimming.,entailment
6853,A couple on a walking tour.,The couple are enjoying the sights.,neutral
6854,An older man having his beard shaved by a younger man in front of a crowd of people in a lecture hall.,An elder man is having his beard shaved by a young man in front of a crowd in a lecture hall.,entailment
6855,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.",A man is resting on the beach.,entailment
6856,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A man in a hard hat is standing at an intersection with a flag.,entailment
6857,Two tennis players are talking on the tennis courts.,Everyone is at a volleyball court.,contradiction
6858,The person in the red is on a bike.,The man is standing on a unicycle.,contradiction
6859,A man pulls two women down a city street in a rickshaw.,A man is a pilot of an airplane.,contradiction
6860,A young kid showing a piece of rock to another young kid.,The rock is named Alf.,neutral
6861,Person in blue jacket on a bike on a dirt course with people looking from behind a red and white barrier.,The people behind the barrier are watching a guy on a bike.,entailment
6862,A woman with a tennis racket about to swing at a ball.,The woman is playing a sport,entailment
6863,A man in blue clothing and a white turban rides a white horse past a vivid green tree and a orange and white house with purple fixtures.,The man is riding the horse to town.,neutral
6864,Two men are on scaffolding as they paint above a storefront while a man on the sidewalk stands next to them talking on the phone.,No one is on a phone.,contradiction
6865,A person jumping off a rock formation in the desert.,A person is swimming.,contradiction
6866,Three men in collared t-shirts looking at photos in a truck.,The men are sleeping.,contradiction
6867,"A man with a shirt on his head, wearing a plaid shirt, leaning against a painted blue wall.",a man is sitting on a bench,contradiction
6868,Athletes are running in an event.,athletes are outside,entailment
6869,"A woman in a pink coat stands in the snow beside a ""telephone booth"", smiling as she holds a small shovel.",A woman has finish shoveling the place she was paid to,neutral
6870,A man in a suit is playing bagpipes next to a young blond woman who has her abdomen exposed.,The woman is wearing a bikini.,neutral
6871,"A woman with a white hat, orange shirt, and a sickle is standing in a field with black gloves.",a woman is thinking about her day,neutral
6872,Little boy attempting to help mom do dishes& play in the bubbles.,A mother and son are sleeping.,contradiction
6873,An aging rocker performs on stage in a sleeveless shirt and striped pants.,Rocker performs as a tribute,neutral
6874,Three dogs are playing outside with a tennis ball.,The dogs are competitive.,neutral
6875,Many people outside on bicycles.,People are skiing.,contradiction
6876,"Men, wearing orange safety vests, are standing on scaffolding.",Men wearing safety vests direct traffic.,neutral
6877,Cheerleaders are on the field cheering.,Some football players are practicing a running play.,contradiction
6878,A woman sits in a caged in area with a cat and two bunnies.,A woman sits with animals.,entailment
6879,Repairing a house in the hot sun how unfunny that has to be.,The sun is shining directly on the house to be repaired.,neutral
6880,Two children enjoying ice cream.,Two children are eating ice cream,entailment
6881,Four people posing for a picture,People are drawing a picture.,contradiction
6882,A woman with heavy makeup is standing next to a red light sign.,The makeup was done by her daughter.,neutral
6883,A man and a woman are standing in front of a building with some graffiti on it.,A couple is painting graffiti on the side of a building.,neutral
6884,A city with historical buildings at a distance on each side of the street with people on the sidewalks looking on.,A city with historical buildings has people on the sidewalks being abducted by aliens.,contradiction
6885,That lady is pointing at her clothes in the dryer.,the woman points at her clothes because they will soon be done,neutral
6886,Women are outside.,A group of women at the park.,neutral
6887,A woman in a black and orange jacket throws a stick for a brown and black dog to fetch.,A woman is brushing her dog.,contradiction
6888,A yellow race car is driving on a track in front of a group of people.,A yellow race car is trying to catch up to the leader on the track,neutral
6889,A woman holding a black bag is holding on to a fence.,A girl sitting on the fencepost.,contradiction
6890,An orange boat leaves the shore while a person watches nearby.,The orange boat is sleeping.,contradiction
6891,A woman with an umbrella following a car on a billboard.,A man is on a billboard.,contradiction
6892,A man on a snowboard travels downhill towards the camera.,A man riding some skis approaches downhill towards the camera.,contradiction
6893,Heavy equipment leveling the sand on a nice beach.,People are walking along the beach.,contradiction
6894,"A tall, dark-haired man in white sport coat and black slacks is walking along a tiled mosaic crosswalk of various colors and designs beside a woman with short, dark hair who is also wearing a white sport coat but with blue jeans.","A tall, dark-haired man has a light white sport coat.",neutral
6895,A little girl in a white dress sits in an open doorway holding a bouquet of flowers.,the boy is standing at a basketball court,contradiction
6896,Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.,A young lady is looking at a picture.,entailment
6897,A yellow truck is standing on a busy street in front of the Swarovski store.,A yellow truck is standing on a street.,entailment
6898,"A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.",The rabbits attacked the cat.,contradiction
6899,A young male dumps the extra water out of his small motorboat.,A young male dumps trash.,contradiction
6900,A young teenager is getting ready to kick a soccer ball.,A boy is sleeping.,contradiction
6901,A man in a dark room plays billiards while his opponent watches.,Two men playing billiards.,entailment
6902,A sculptor is carving stone.,A sculptor is carving,entailment
6903,two teenage females are posing near a body of water.,They are at school watching a football game,contradiction
6904,Asian Child in fancy hat posing for picture,the hat is large,neutral
6905,An old man sits in a folding chair within a white doorway.,A man is blocking the doorway.,neutral
6906,A man wearing a blue shirt stands on an orange ladder to fix a light,"The man is an employee of the city, working to repair lightbulbs busted out by local hoodlums.",neutral
6907,"A main street scene of a small town with an overhead welcome sign that says ""Welcome to Golden"".","A sign reads ""Welcome to Golden""",entailment
6908,A man in a suit is playing bagpipes next to a young blond woman who has her abdomen exposed.,A man and a woman are figure skating.,contradiction
6909,A grandmother and a small child are sitting at a table being served by a woman in a black shirt.,The grandmother and small child are at a restaurant.,neutral
6910,Boys play soccer near a goal post.,The boys are playing tennis.,contradiction
6911,"Little girl in kitchen, kissing a fluffy orange cat.",A cat is in the kitchen.,entailment
6912,A drum majorette dressed in a white band uniform is standing in the street.,A woman is standing in the street waiting on her friend.,neutral
6913,A group of people are buying ice cream from a truck at night.,A group of friends sit at home and watch TV.,contradiction
6914,A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman holding a blue basket full of easter eggs outside of a church.,contradiction
6915,Craftsman hanging from a rope.,The rope is long.,neutral
6916,Man riding a yellow machine on a dirt field at an event,a man on a bulldozer drove across freshly layed sod to get to his daughters wedding.,contradiction
6917,A guy leaning on a structure in front of a building reading something.,a man leans up against an art installation,neutral
6918,A soldier is helping two young children cut a large cake.,The soldier is helping the kids.,entailment
6919,Asian man shooting a gun in between rocks.,Asian man shooting a gun.,entailment
6920,People looking up at the sky at something.,People look up.,entailment
6921,A group of people are watching a concert outside.,People are enjoying their favorite band play.,neutral
6922,"A young woman wearing a bikini, standing under a waterfall.",The woman is standing.,entailment
6923,Two friends are comparing trophy's.,Two friend were comparing medals.,contradiction
6924,Man sitting on a bench next to a bike.,A woman sitting next to a bike,contradiction
6925,Well-dressed youths looking bored in a parking lot.,The kids are bored after church.,neutral
6926,Three parked taxis with two parked police cars behind them.,The taxis are yellow.,neutral
6927,A man wearing black swimming shorts and goggles comes out of the swimming pool while others look on.,The man just completed 25 laps in the pool,neutral
6928,A woman talks to two other women and a man with notepads in an office building with large windows.,the woman is asleep at home,contradiction
6929,A man riding a donkey in front of a mustard building.,A man is riding a bike through a park.,contradiction
6930,A man is vacuuming the grass on his lawn.,The husband is inside watching television.,contradiction
6931,An older couple discusses a vegetable.,Two old people talk about a cucumber.,neutral
6932,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.,The hat is made out of clay.,contradiction
6933,A black man walks away with a large basket full of items on his head.,A man carries a basket on his head.,entailment
6934,Muzzled greyhounds are racing on the track.,The dogs are racing for practice for a big competition coming up.,neutral
6935,Official looking people view a map.,Kids make their own treasure map.,contradiction
6936,A person wearing a gray jacket and sunglasses poses for the camera.,A celebrity poses for the fan to take a photo.,neutral
6937,a woman painting her toenails red on the couch,The woman is wearing a pair of wool socks on both feet.,contradiction
6938,A man wearing a pink shirt with black stripes is protecting himself from the rain using a newspaper.,The man is on his way to work.,neutral
6939,The man holds the child while the child pets a brown horse.,The person holds the child while the child pets a brown horse.,entailment
6940,The scuba diver shows off something he found underwater.,The scuba diver still has his diving gear on.,neutral
6941,Large ground of men and women listening to something.,A large group of people are assembled together.,entailment
6942,The girls are dancing and wearing leather outfits.,The girls' outfits were from the same company.,neutral
6943,"A woman in a pink coat stands in the snow beside a ""telephone booth"", smiling as she holds a small shovel.",A woman is shoveling snow.,entailment
6944,Two small girls dressed as fairies.,Two small girls are not dressed,contradiction
6945,Two women and a man smile as they work together with some chemical equipment.,The people are working in a facility.,neutral
6946,A skier in electric green on the edge of a ramp made of metal bars.,The jogger ran through the streets.,contradiction
6947,Two boys play with Legos.,Two teenage girls play with legos.,contradiction
6948,A man in a white tank top using a laptop sitting next to a tall pillar with a statue on top of it.,A man in a suit relaxes beside a pillar,contradiction
6949,Three boys on an intertube in water,Kids are swimming in the pool.,neutral
6950,"A girl wearing a blue shirt, shorts, and sneakers is seated on a stool at a round table, looking at her phone.",The girl is sitting.,entailment
6951,A man in a helmet is riding a bike.,A man in a helmet exercising.,entailment
6952,"Next to a green field, young blond woman sitting outside on a gray trunk applying makeup to her face.",The woman is wearing Covergirl makeup.,neutral
6953,Four people turn a corner in a speed skating event.,The skaters compete in an olympic qualifying event.,neutral
6954,Men in hard hats and orange and green outfits walking outside of a gray concrete structure with short fencing in front of it.,Men are working in construction to build a building.,neutral
6955,Two people jousting with lances and shields on horses while people watch from under a tent and outside of the tent.,They are at a Renaissance fair.,neutral
6956,People cooking at a campsite.,people are eating at applebee's,contradiction
6957,Two men are sitting on some scaffolding and painting a wall.,The men are making the wall look better.,entailment
6958,A soccer player jumping in air during a game.,A soccer player jumping up while a game is in progess.,entailment
6959,An artist in a black sweater is sculpting large rocks.,An artist sculpting.,entailment
6960,A red-haired woman looks off-camera.,A redhead looks away from the camera,entailment
6961,Man wearing black and carving an eagle sculpture with a chainsaw.,Man painting a sunset.,contradiction
6962,Four young girls are at a table eating a meal outside on a sunny day.,The girls are dining outside.,entailment
6963,New sport is being played to show appreciation to the kids who can not walk.,People are playing a sport in honor of crippled people.,entailment
6964,Dogs are pulling a sled across the snow.,Dogs are pulling a sled across the snow in a sledding competition.,neutral
6965,Seven people are wading in a natural pool.,The pool has seven people in it,entailment
6966,a female throws a frisbee while another attempts to block her toss.,A female throws a frisbee while a player on another team attempts to block the toss.,neutral
6967,A man and a woman dressed in jeans and white shirts sit and look off into the distance of a rocky terrain.,the two men are staring out across the flat desert terrain,contradiction
6968,A red squirrel on a tree branch with yellow leaves in the background.,The squirrel is looking for nuts on the tree branch.,neutral
6969,A little orange cabin with a white dog running near it in the woods.,A family on vacation with their dog at a cabin in the woods.,neutral
6970,Two people are sitting on the ground and one is holding a red plastic cup.,Two people are sitting down.,entailment
6971,A woman lays face down on her exercise mat next to a gazing pool.,the woman is running a marathon,contradiction
6972,A man with a baseball cap and black jacket stands in a bathroom while holding a coffee mug.,A man is indoors.,entailment
6973,A dog running in the surf.,Dog running in the surf,entailment
6974,A boy skateboards down the street.,A boy rides his skateboard to the park.,neutral
6975,Tourists enjoying a hot air balloon type ride.,People are sitting in a balloon.,entailment
6976,A family of four that is near a canal where boats are going in and out of.,The family is sitting in the den.,contradiction
6977,A man in a white shirt hangs a painting in a run down store while other men watch.,Men are at a football game.,contradiction
6978,A girl jumps in the grass.,The girl is seen playing on a freshly mowed lawn.,neutral
6979,A couple wait at the stand for some coffee.,people just woke up,neutral
6980,Two people eat and converse outdoors.,The individuals outside are sleeping.,contradiction
6981,A local swimmer is wearing a swim cap and swim goggles while swimming in a lake.,the swimmer is in the lake,entailment
6982,A man gets ready to throw a stick at the beach.,A man is sitting still at the beach.,contradiction
6983,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",A young adult helps another after an injury at a rodeo.,entailment
6984,Dogs racing on a track,The collies are running fast.,neutral
6985,Two people jousting with lances and shields on horses while people watch from under a tent and outside of the tent.,The duel will end in a tie.,neutral
6986,Three people walking through a ravine between two rocky cliffs.,There are people walking outdoors.,entailment
6987,Outdoor market selling fruit and vegetables.,Fruit and vegetables sold outside.,entailment
6988,"A man with a mustache who is driving a Mercedes-Benz, is looking over his shoulder and smiling.",A man is driving a car and smiling.,entailment
6989,A mother and two children opening gifts on a Christmas morning.,A mother and kids enjoy each other's company.,entailment
6990,Two men in suits laugh together.,The two guys in suits are talking and smiling.,neutral
6991,Baby in a lavender onesie lying on a pastel green blanket on a couch crying.,The woman is hanging up the phone because she hears her baby crying.,neutral
6992,A woman admires a little girl's blue dress.,The little girl is wearing a blue dress,entailment
6993,A young man sets up his telescope for night viewing.,a man is setting up his telescope,entailment
6994,a young man wearing a backpack and sunglasses is walking towards a shopping area.,The man is planning to rob the store,neutral
6995,Bridesmaids and bride grooms are posing for a photo with the couple getting married.,People posing for a photo.,entailment
6996,People walk down the sidewalks of an Asian city.,The people are walking in an American city.,contradiction
6997,A woman in a hat holding her harvest while clamping her sickle in her armpit.,The woman has something in her armpit.,entailment
6998,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,The girl is wearing a mask.,entailment
6999,A bearded man getting shaved in a public auditorium.,The man is getting his beard removed because it is itchy.,neutral
7000,A small boy with a blue and yellow backpack and a wool cap is looking at fresh flowers in a store.,A boy is looking at fresh flowers in the store.,entailment
7001,The girl in a pink shirt jumps high over the grass.,A boy lies down.,contradiction
7002,A man in a blue windbreaker is playing with his yellow remote controlled airplane.,The guy is testing how well the plane flies.,neutral
7003,A young teenage woman walking.,The girl is walking home from work.,neutral
7004,A bunch of people are dancing and celebrating.,The people are asleep.,contradiction
7005,Three boys on an intertube in water,Kids are watching TV.,contradiction
7006,2 men in safety vests haul a hose out of a body of water.,Men are pulling a hose out of the water.,entailment
7007,A man in a suit is playing bagpipes next to a young blond woman who has her abdomen exposed.,The man is playing the instrument.,entailment
7008,A large brown and a small white dog play indoors on a carpet.,Two dogs are playing inside.,entailment
7009,A man in blue shorts diving into water.,A man in blue dress,contradiction
7010,"A bearded man, and a girl in a red dress are getting married.",The two people are getting married.,entailment
7011,Three women enjoying a balloon joyride.,Three women are taking a tour of the city by means of a hot air balloon.,neutral
7012,A man is speaking into a microphone with a variety of recording equipment in front of him.,A man records his speech.,entailment
7013,Two men on a dock preparing freshly caught fish.,A couple men are cleaning their fish on a dock.,entailment
7014,A winter landscape with four people walking in the snow.,A winter scene with people walking.,entailment
7015,A girl sitting on a rock in the middle of a body of water,A girl swims out to the middle of the lake.,neutral
7016,A woman sits in a caged in area with a cat and two bunnies.,A woman sits with her sons.,contradiction
7017,A woman and children swinging on a tire swing.,they are having fun,neutral
7018,A young girl and a young guy are outside on a street facing each other.,Two people are sitting in the movie theater.,contradiction
7019,A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.,The team in yellow is going to score.,neutral
7020,A man riding a dirt bike,The man is accelerating on the dirt bike.,neutral
7021,A man wearing a plaid shirt uses a telescope to view the night sky.,A man looks up at the stars through his telescope.,entailment
7022,A kid is looking at coffee machines inside a store.,A kid is running through the park.,contradiction
7023,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.",The man is at the swimming pool,neutral
7024,A woman with brown hair and a black blazer is making a speech at a podium about working women.,A woman is giving a speech to a crowd,entailment
7025,"A man is bent over by an old stone wall, looking into his backpack.",A man is wearing a jacket.,neutral
7026,A man in shorts in a lawn chair sits surrounded with plants in a backyard.,A man in pants is standing up.,contradiction
7027,A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,A man and a woman are outside.,entailment
7028,A young woman wearing a colorful flower shirt is taking a photo on a busy street.,A man is hunting animals.,contradiction
7029,A man wearing with long hair is sewing a costume.,A man with short hair is taking a shower,contradiction
7030,"The Houston Texans quarterback is executing a play-action play with the running back against the NFC North-worst Minnesota Vikings, who are big rivals with the elite Green Bay Packers.",a guy in his recliner watches basketball,contradiction
7031,A female in blue jeans is standing in an enclosed area with arms folded.,A girl is wearing pants.,entailment
7032,Young man showing great concentration while playing the cello in an orchestra.,Man playing an instrument.,entailment
7033,Band playing in front of a small crowd outside.,A concert is for charity.,neutral
7034,There are four individuals standing together in a line at the waters edge wearing black diving gear with red and black flippers.,A group of 7 dogs are standing together at the waters edge.,contradiction
7035,Two small dogs run across the green grass.,It is raining on two dogs.,neutral
7036,A person is hanging up pictures of women with a few onlookers watching surrounded by bikes.,The person is sleeping.,contradiction
7037,Someone is riding a bright green dirt bike through the grass.,A bike rider rides through the outdoors,entailment
7038,Man with camera and bag walking up stairs,A person walking up stairs.,entailment
7039,"Men in Scottish garb walk down the street, three playing drums and another playing the bagpipes.",Bagpipes are not available for men,contradiction
7040,A woman in a blue and white striped shirt holding a green comb.,A woman is holding a comb.,entailment
7041,A group of people are buying ice cream from a truck at night.,There are people buying ice cream.,entailment
7042,Young woman in a cafe checking her cellphone.,The girl is texting.,neutral
7043,A man and a woman are standing in the middle of the highway looking at motorcycles on the road as traffic is passing.,A man is zooming around in his car.,contradiction
7044,Two people climb a set of stairs onto a bridge.,two people climb a set of stairs onto a pirate ship.,contradiction
7045,Three people playing in the snow.,Three people build a snowman,neutral
7046,A dog plays in the snow.,A dog is playing in the desert,contradiction
7047,A young boy is sleeping.,A child is not awake.,entailment
7048,A man is standing in a beam of sunlight.,A man wearing sunglasses is standing in a beam of light.,neutral
7049,A man in a black and white suit is juggling rings in the street while spectators are cheering him on.,A man juggles rings for spectators.,entailment
7050,Two kids underneath a sheet playing with a white dog.,The dog belongs to the kids.,neutral
7051,A man is riding in a blue kayak in the ocean.,The man is riding in an orange kayak in his backyard.,contradiction
7052,A man wearing goggles exits a pool by the ladder.,A man is wearing goggles.,entailment
7053,A swimmer playing in the surf watches a low flying airplane headed inland.,The swimmer enjoys his swimming by the airport.,neutral
7054,Two women holding children talking to one another.,The women are having a playdate with their toddlers.,neutral
7055,A woman sitting on concrete reading a book barefoot.,A little boy playing on a jungle gym.,contradiction
7056,Three people wearing costumes are standing around talking.,Two people in costumes talking.,contradiction
7057,A young child is shouting with people around him.,A young child is shouting.,entailment
7058,A man with a Mohawk stands in a group of people.,A woman with a Mohawk stands alone.,contradiction
7059,"There is a man asleep, at the door of a barber shop.",There is a man asleep in the barber's door.,neutral
7060,"A elephant carrying two people, one of them a passenger in a chair on top of the elephant, and one of them guiding the elephant.",Two people are on an elephant.,entailment
7061,"Two guys, one wearing a blue jacket and the other wearing a red jersey play the trumpet together.",Two men play an instrument.,entailment
7062,A person jumping off a rock formation in the desert.,There is a person jumping.,entailment
7063,Female rollerskaters are taking a break and having a conversation.,Female rollerskaters talk.,entailment
7064,A woman raises her hand as a bus passes by.,A woman raises her hand,entailment
7065,A basketball team of 8 girls is doing a hand huddle.,There is an all female basketball team.,entailment
7066,An older man wearing glasses is holding the door open of a red minivan.,An older man is standing on the street.,neutral
7067,"this Child is in a ClassRoom, finished for the day, maybe",An adult teaches a class full of children.,neutral
7068,Looks like everyone is getting good gas mileage here with all these beautiful scooters!,Nothing is looking.,contradiction
7069,Two girls and a boy rollerskating.,Some kids are having a skating contest.,neutral
7070,A man painting a deck next to the water.,A man is having a party on his deck.,contradiction
7071,"A shirtless man in a white cap relaxes in a deck chair, close to three parked bicycles.",A man is relaxing.,entailment
7072,A mime and lady holding a gold microphone laughing.,The people are laughing.,entailment
7073,"Lady in strip shirt, waiting to cross street.",lady is trying to get a taxi to stop for her,contradiction
7074,A group of friends cook around a fire.,A group of people eating food.,contradiction
7075,A man and a woman eating a meal together.,A man and woman eat together.,entailment
7076,A skateboarder flips his board over some steps in a plaza.,A skateboarder performs a trick.,entailment
7077,A white and brown dog is leaping through the air.,The dog is taking a nap.,contradiction
7078,"Two young boys, dressed in full white martial arts uniforms with black, red, and white belts, are demonstrating a high kick move.",Two young girls are performing karate and demonstrating a chop.,contradiction
7079,"There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.",A lake is trying to pull the kids into it.,contradiction
7080,Workers prepare the restaurant for hungry customers.,The customers are waiting.,neutral
7081,People waiting at a light on bikes.,People with bikes.,entailment
7082,A man in a blue shirt preparing to take a picture of figurines on a small red table.,A man in a blue shirt preparing to take a picture of two female figurines on a small table.,neutral
7083,Person in hooded sweatshirt that obscures their face sits next to a freshly cut log.,A man with a clearly visible face stands.,contradiction
7084,A man in denim shorts and green shoes is sitting and relaxing in a lawn chair.,A man wears jean boxer briefs.,contradiction
7085,A girl walking near a guy holding onto a bike pointing up at a building while on the street in some Asian country,A girl and a man are on a tandem bike.,contradiction
7086,The two dogs are outside.,There is two cats outside.,contradiction
7087,A man and a woman are standing in the middle of the highway looking at motorcycles on the road as traffic is passing.,The woman is performing at the opera.,contradiction
